ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
620,Юго-Западный административный округ,Январь,2020,2.28936281364E9,"Supplier:ОАО «МОЭК»
Amount:8.8905427584E8

Supplier:Газпром межрегионгаз Москва
Amount:1.995668439E7

Supplier:Мосводоканал
Amount:2.2900985018E8

Supplier:Ростелеком
Amount:8.708730444E7

Supplier:РСВО
Amount:1.709660121E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.4146278379E8

",1146138502
621,Западный административный округ,Январь,2020,1.89601634311E9,"Supplier:ОАО «МОЭК»
Amount:6.821339024E8

Supplier:Газпром межрегионгаз Москва
Amount:2.316522114E7

Supplier:Мосводоканал
Amount:1.999730281E8

Supplier:Ростелеком
Amount:6.920949873E7

Supplier:РСВО
Amount:1.413052521E7

Supplier:прочие
Amount:3.588160845E8

Supplier:управляющие компании
Amount:5.4858808303E8

",1146138503
622,Северо-Западный административный округ,Январь,2020,1.34551293915E9,"Supplier:ОАО «МОЭК»
Amount:4.9634968127E8

Supplier:Газпром межрегионгаз Москва
Amount:1.652561003E7

Supplier:Мосводоканал
Amount:1.3707068169E8

Supplier:Ростелеком
Amount:4.996081073E7

Supplier:РСВО
Amount:1.10389355E7

Supplier:прочие
Amount:2.3377360227E8

Supplier:управляющие компании
Amount:4

",1146138504
623,Зеленоградский административный округ,Январь,2020,4.3798826622E8,"Supplier:Газпром межрегионгаз Москва
Amount:175748.45

Supplier:Мосводоканал
Amount:4.597153278E7

Supplier:Ростелеком
Amount:1.798185654E7

Supplier:РСВО
Amount:3451773.69

Supplier:прочие
Amount:2.4268038432E8

Supplier:управляющие компании
Amount:1.2772697044E8

",1146138506
624,Новомосковский административный округ,Январь,2020,2.8968181222E8,"Supplier:ОАО «МОЭК»
Amount:7.179345604E7

Supplier:Мосводоканал
Amount:1.775045356E7

Supplier:прочие
Amount:1.7531489614E8

Supplier:управляющие компании
Amount:2.482300648E7

",1146138507
625,Троицкий административный округ,Январь,2020,1,"Supplier:ОАО «МОЭК»
Amount:3.272987272E7

Supplier:Мосводоканал
Amount:7115108.8

Supplier:прочие
Amount:4.873698442E7

Supplier:управляющие компании
Amount:1.325088389E7

",1146138508
626,Центральный административный округ,Февраль,2020,1.34235978232E9,"Supplier:ОАО «МОЭК»
Amount:4.8092155336E8

Supplier:Газпром межрегионгаз Москва
Amount:2.273753614E7

Supplier:Мосводоканал
Amount:1.4391976339E8

Supplier:Ростелеком
Amount:3.820956733E7

Supplier:РСВО
Amount:9787637.63

Supplier:прочие
Amount:2.4352293909E8

Supplier:управляющие компании
Amount:4

",1146138528
627,Северный административный округ,Февраль,2020,1.81910138827E9,"Supplier:ОАО «МОЭК»
Amount:6.3996283206E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:67033166

Supplier:РСВО
Amount:1.489655325E7

Supplier:прочие
Amount:3.4912748183E8

Supplier:управляющие компании
Amount:5.1225239299E8

",1146138529
628,Северо-Восточный административный округ,Февраль,2020,2,"Supplier:ОАО «МОЭК»
Amount:7

Supplier:Газпром межрегионгаз Москва
Amount:2.129196637E7

Supplier:Мосводоканал
Amount:2.3092738541E8

Supplier:Ростелеком
Amount:7.694885701E7

Supplier:РСВО
Amount:1.649724915E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.2291146142E8

",1146138568
629,Восточный административный округ,Февраль,2020,2.23683314323E9,"Supplier:ОАО «МОЭК»
Amount:7.6304958274E8

Supplier:Мосэнергосбыт
Amount:2.356959773E7

Supplier:Газпром межрегионгаз Москва
Amount:4.296857786E7

Supplier:Мосводоканал
Amount:2.5032047044E8

Supplier:Ростелеком
Amount:8.766116531E7

Supplier:РСВО
Amount:1.617880561E7

Supplier:прочие
Amount:3.5928188516E8

Supplier:управляющие компании
Amount:6.9380305838E8

",1146138585
630,Юго-Восточный административный округ,Февраль,2020,2.16598677805E9,"Supplier:ОАО «МОЭК»
Amount:6.4008995786E8

Supplier:Мосэнергосбыт
Amount:3.629448466E7

Supplier:Газпром межрегионгаз Москва
Amount:2.724133338E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:4312820.36

Supplier:РСВО
Amount:1.459633217E7

Supplier:прочие
Amount:4.7851973974E8

Supplier:управляющие компании
Amount:7.6017015789E8

",1146138591
631,Южный административный округ,Февраль,2020,2.37705076441E9,"Supplier:ОАО «МОЭК»
Amount:8.6460486442E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5421726222E8

Supplier:Ростелеком
Amount:9.396152668E7

Supplier:РСВО
Amount:1.892795623E7

Supplier:прочие
Amount:4.3864583461E8

Supplier:управляющие компании
Amount:6.7645144777E8

",1146138592
632,Юго-Западный административный округ,Февраль,2020,2.24236837634E9,"Supplier:ОАО «МОЭК»
Amount:8.3400915827E8

Supplier:Газпром межрегионгаз Москва
Amount:1.994201177E7

Supplier:Мосводоканал
Amount:2.3272896018E8

Supplier:Ростелеком
Amount:8.698432615E7

Supplier:РСВО
Amount:1.69337503E7

Supplier:прочие
Amount:4.1198148821E8

Supplier:управляющие компании
Amount:6.3978868146E8

",1146138593
633,Западный административный округ,Февраль,2020,1.8354391431E9,"Supplier:ОАО «МОЭК»
Amount:6.269791056E8

Supplier:Газпром межрегионгаз Москва
Amount:2.308296424E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.906741128E7

Supplier:РСВО
Amount:1.402345877E7

Supplier:прочие
Amount:3.6051116591E8

Supplier:управляющие компании
Amount:5.3960106467E8

",1146138594
634,Северо-Западный административный округ,Февраль,2020,1.29547841522E9,"Supplier:ОАО «МОЭК»
Amount:4.501561147E8

Supplier:Газпром межрегионгаз Москва
Amount:1.643031589E7

Supplier:Мосводоканал
Amount:1.3934465207E8

Supplier:Ростелеком
Amount:4.994963931E7

Supplier:РСВО
Amount:1

Supplier:прочие
Amount:2.2965118177E8

Supplier:управляющие компании
Amount:3.9901618707E8

",1146138643
635,Зеленоградский административный округ,Февраль,2020,4.2919260998E8,"Supplier:Газпром межрегионгаз Москва
Amount:175767.38

Supplier:Мосводоканал
Amount:4.72714694E7

Supplier:Ростелеком
Amount:1.798608573E7

Supplier:РСВО
Amount:3431218.16

Supplier:прочие
Amount:2.3333520584E8

Supplier:управляющие компании
Amount:1.2699286347E8

",1146138644
636,Новомосковский административный округ,Февраль,2020,2.8916968753E8,"Supplier:ОАО «МОЭК»
Amount:7.257615111E7

Supplier:Мосводоканал
Amount:1.801668157E7

Supplier:прочие
Amount:1.7385918217E8

Supplier:управляющие компании
Amount:2.471767268E7

",1146138645
637,Троицкий административный округ,Февраль,2020,1,"Supplier:ОАО «МОЭК»
Amount:3.15511868E7

Supplier:Мосводоканал
Amount:7358444.76

Supplier:прочие
Amount:4.922642583E7

Supplier:управляющие компании
Amount:1.328746577E7

",1146138646
638,Центральный административный округ,Март,2020,1.35430373214E9,"Supplier:ОАО «МОЭК»
Amount:4.9424484187E8

Supplier:Газпром межрегионгаз Москва
Amount:2.278724762E7

Supplier:Мосводоканал
Amount:1.4369453999E8

Supplier:Ростелеком
Amount:3.812869816E7

Supplier:РСВО
Amount:9750903.7

Supplier:прочие
Amount:2.438356193E8

Supplier:управляющие компании
Amount:4

",1146138647
639,Северный административный округ,Март,2020,1.90093668061E9,"Supplier:управляющие компании
Amount:5.4441686003E8

Supplier:ОАО «МОЭК»
Amount:6.8067375496E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.1333250649E8

Supplier:Ростелеком
Amount:6.670827227E7

Supplier:РСВО
Amount:1.486414274E7

Supplier:прочие
Amount:3.5046885935E8

",1146138648
